quay_code,monomodal_stop_id,stop_id_idfm,monomodal_code,stop_name,parent_station,stop_lat,stop_lon,zone_id,location_type,station_code
41030,monomodalStopPlace:47174,IDFM:41030,47174,Champbenoist Poigny,IDFM:62064,48.54520762505785,3.2866300417033125,5,0,
47174,monomodalStopPlace:47174,IDFM:47174,47174,Champbenoist Poigny,IDFM:62064,48.54520762505785,3.2866300417033125,5,0,
471395,monomodalStopPlace:47181,IDFM:471395,47181,Provins,IDFM:62139,48.55553092379296,3.302334202203228,5,0,
41041,monomodalStopPlace:47181,IDFM:41041,47181,Provins,IDFM:62139,48.55553092379296,3.302334202203228,5,0,
472279,monomodalStopPlace:47181,IDFM:472279,47181,Provins,IDFM:62139,48.55553092379296,3.302334202203228,5,0,
47181,monomodalStopPlace:47181,IDFM:47181,47181,Provins,IDFM:62139,48.55553092379296,3.302334202203228,5,0,
472706,monomodalStopPlace:47184,IDFM:472706,47184,Mormant,IDFM:62351,48.61409277056721,2.88807855133882,5,0,
41036,monomodalStopPlace:47184,IDFM:41036,47184,Mormant,IDFM:62351,48.61409277056721,2.88807855133882,5,0,
47184,monomodalStopPlace:47184,IDFM:47184,47184,Mormant,IDFM:62351,48.61409277056721,2.88807855133882,5,0,
471839,monomodalStopPlace:47184,IDFM:471839,47184,Mormant,IDFM:62351,48.61409277056721,2.88807855133882,5,0,
41035,monomodalStopPlace:47187,IDFM:41035,47187,Verneuil-l'Étang,IDFM:62471,48.64438940351837,2.825083962015835,5,0,
472675,monomodalStopPlace:47187,IDFM:472675,47187,Verneuil-l'Étang,IDFM:62471,48.64438940351837,2.825083962015835,5,0,
471086,monomodalStopPlace:47199,IDFM:471086,47199,Faremoutiers - Pommeuse,IDFM:67917,48.80853544410162,2.9932738165708552,5,0,
47199,monomodalStopPlace:47199,IDFM:47199,47199,Faremoutiers - Pommeuse,IDFM:67917,48.80853544410162,2.9932738165708552,5,0,
41047,monomodalStopPlace:47199,IDFM:41047,47199,Faremoutiers - Pommeuse,IDFM:67917,48.80853544410162,2.9932738165708552,5,0,
472269,monomodalStopPlace:47205,IDFM:472269,47205,Guérard - La Celle-sur-Morin,IDFM:67924,48.81076877713248,2.9538116993768355,5,0,
41046,monomodalStopPlace:47205,IDFM:41046,47205,Guérard - La Celle-sur-Morin,IDFM:67924,48.81076877713248,2.9538116993768355,5,0,
47205,monomodalStopPlace:47205,IDFM:47205,47205,Guérard - La Celle-sur-Morin,IDFM:67924,48.81076877713248,2.9538116993768355,5,0,
412810,monomodalStopPlace:47238,IDFM:412810,47238,Fontenay-sous-Bois,IDFM:71630,48.8437885964859,2.463537806527943,3,0,FOS
473958,monomodalStopPlace:47238,IDFM:473958,47238,Fontenay-sous-Bois,IDFM:71630,48.8437885964859,2.463537806527943,3,0,FOS
473959,monomodalStopPlace:47238,IDFM:473959,47238,Fontenay-sous-Bois,IDFM:71630,48.8437885964859,2.463537806527943,3,0,FOS
47238,monomodalStopPlace:47238,IDFM:47238,47238,Fontenay-sous-Bois,IDFM:71630,48.8437885964859,2.463537806527943,3,0,FOS
41527,monomodalStopPlace:473109,IDFM:41527,473109,Maisons-Laffitte,IDFM:65048,48.94574060746957,2.1446722659338855,4,0,LAF
411425,monomodalStopPlace:473159,IDFM:411425,473159,Deuil - Montmagny,IDFM:65562,48.975925703105524,2.338131209772398,4,0,
471034,monomodalStopPlace:47322,IDFM:471034,47322,Esbly,IDFM:68653,48.902895083058525,2.809640025507793,5,0,
471850,monomodalStopPlace:47322,IDFM:471850,47322,Esbly,IDFM:68653,48.902895083058525,2.809640025507793,5,0,
41052,monomodalStopPlace:47322,IDFM:41052,47322,Esbly,IDFM:68653,48.902895083058525,2.809640025507793,5,0,
471581,monomodalStopPlace:47322,IDFM:471581,47322,Esbly,IDFM:68653,48.902895083058525,2.809640025507793,5,0,
47322,monomodalStopPlace:47322,IDFM:47322,47322,Esbly,IDFM:68653,48.902895083058525,2.809640025507793,5,0,
